id,t,residual,unit,tolerance,pass
bound-tau_R_out,2,0.0,K,0.0001,true
bound-tau_R_out,3,0.0,K,0.0001,true
bound-tau_R_out,4,0.0,K,0.0001,true
ch02-001,1,1.5913117580444225e-14,MW,2.0e-6,true
ch02-006,1,0.0,MW,2.0e-6,true
project-wt-disabled,1,3.0710745187972762e-15,MW,2.0e-6,true
ch02-008,1,1.2243771707674663e-14,MW,2.0e-6,true
ch02-010,1,1.8243579300210066e-14,MW,2.0e-6,true
ch02-012,1,1.6987276956055263e-14,MWh,2.0e-6,true
ch02-016,1,8.281981871138822e-14,MWh,2.0e-6,true
ch02-022,1,4.215930989731609e-14,MW,2.0e-6,true
ch02-023,1,7.702172233337023e-15,MW,2.0e-6,true
ch02-024,1,2.900156108103999e-16,1,1.0e-6,true
ch02-025-original,1,4.830997685223437e-10,1,1.0e-6,true
ch02-028,1,0.0,1,1.0e-6,true
ch02-029,1,5.889819881810254e-15,MW,2.0e-6,true
ch02-032,1,1.582067810090848e-15,MW,2.0e-6,true
ch02-047-S,1,0.0,K,0.0001,true
ch02-047-R,1,5.684341886080802e-14,K,0.0001,true
ch02-072,1,5.684341886080802e-14,K,0.0001,true
ch02-075,1,1.3006087025454324e-15,MW,2.0e-6,true
ch02-076,1,1.1289467010875321e-14,MW,2.0e-6,true
ch02-001,2,1.2212453270876722e-15,MW,2.0e-6,true
ch02-006,2,0.0,MW,2.0e-6,true
project-wt-disabled,2,3.0710745187972762e-15,MW,2.0e-6,true
ch02-008,2,8.374918774680624e-16,MW,2.0e-6,true
ch02-010,2,1.1427899756313402e-15,MW,2.0e-6,true
ch02-012,2,1.691702664539655e-14,MWh,2.0e-6,true
ch02-016,2,8.207974230844961e-14,MWh,2.0e-6,true
ch02-022,2,3.771166864029174e-15,MW,2.0e-6,true
ch02-023,2,1.3461454173580023e-15,MW,2.0e-6,true
ch02-024,2,7.129349262097358e-17,1,1.0e-6,true
ch02-025-original,2,4.3709899935628904e-10,1,1.0e-6,true
ch02-028,2,0.0,1,1.0e-6,true
ch02-029,2,2.220446049250313e-16,MW,2.0e-6,true
ch02-032,2,4.170275236248244e-15,MW,2.0e-6,true
ch02-047-S,2,5.684341886080802e-14,K,0.0001,true
ch02-047-R,2,0.0,K,0.0001,true
ch02-072,2,0.0,K,0.0001,true
ch02-075,2,2.5117132146585386e-15,MW,2.0e-6,true
ch02-076,2,3.0518518907514402e-15,MW,2.0e-6,true
ch02-001,3,5.551115123125783e-16,MW,2.0e-6,true
ch02-006,3,0.0,MW,2.0e-6,true
project-wt-disabled,3,3.0710745187972762e-15,MW,2.0e-6,true
ch02-008,3,6.426199292586327e-16,MW,2.0e-6,true
ch02-010,3,9.489682287796034e-16,MW,2.0e-6,true
ch02-012,3,1.6901534628533166e-14,MWh,2.0e-6,true
ch02-016,3,8.441598114972138e-14,MWh,2.0e-6,true
ch02-022,3,2.3948806262760747e-15,MW,2.0e-6,true
ch02-023,3,7.979727989493313e-16,MW,2.0e-6,true
ch02-024,3,1.184730160248013e-16,1,1.0e-6,true
ch02-025-original,3,1.0082611048151113e-9,1,1.0e-6,true
ch02-028,3,0.0,1,1.0e-6,true
ch02-029,3,1.6653345369377348e-16,MW,2.0e-6,true
ch02-032,3,9.159339953157541e-16,MW,2.0e-6,true
ch02-047-S,3,5.684341886080802e-14,K,0.0001,true
ch02-047-R,3,5.684341886080802e-14,K,0.0001,true
ch02-072,3,0.0,K,0.0001,true
ch02-075,3,2.0615826475999982e-16,MW,2.0e-6,true
ch02-076,3,1.6928350749845149e-15,MW,2.0e-6,true
ch02-001,4,8.721816807496413e-15,MW,2.0e-6,true
ch02-006,4,0.0,MW,2.0e-6,true
project-wt-disabled,4,3.0710745187972762e-15,MW,2.0e-6,true
ch02-008,4,5.655841962350435e-15,MW,2.0e-6,true
ch02-010,4,8.08269176657704e-15,MW,2.0e-6,true
ch02-012,4,1.704094425349355e-14,MWh,2.0e-6,true
ch02-016,4,8.461113754076877e-14,MWh,2.0e-6,true
ch02-022,4,2.955751962629982e-14,MW,2.0e-6,true
ch02-023,4,1.6653345369377348e-15,MW,2.0e-6,true
ch02-024,4,6.513513957796119e-17,1,1.0e-6,true
ch02-025-original,4,6.678984310060088e-10,1,1.0e-6,true
ch02-028,4,0.0,1,1.0e-6,true
ch02-029,4,6.860831347488272e-16,MW,2.0e-6,true
ch02-032,4,5.551115123125783e-16,MW,2.0e-6,true
ch02-047-S,4,0.0,K,0.0001,true
ch02-047-R,4,5.684341886080802e-14,K,0.0001,true
ch02-072,4,0.0,K,0.0001,true
ch02-075,4,5.981017210069522e-17,MW,2.0e-6,true
ch02-076,4,6.833749091437039e-15,MW,2.0e-6,true
project-cost,0,3.552713678800501e-15,cost,2.433235889299821e-5,true
