id,t,residual,unit,tolerance,pass
bound-P_DH,1,0.0,MW,2.0e-6,true
bound-P_DH,2,0.0,MW,2.0e-6,true
bound-P_DH,3,0.0,MW,2.0e-6,true
bound-P_DH,4,0.0,MW,2.0e-6,true
bound-H_DH,1,0.0,MW,2.0e-6,true
bound-H_DH,2,0.0,MW,2.0e-6,true
bound-H_DH,3,0.0,MW,2.0e-6,true
bound-H_DH,4,0.0,MW,2.0e-6,true
bound-P_grid,1,0.0,MW,2.0e-6,true
bound-P_grid,2,0.0,MW,2.0e-6,true
bound-P_grid,3,0.0,MW,2.0e-6,true
bound-P_grid,4,0.0,MW,2.0e-6,true
bound-Q_grid,1,0.0,MW,2.0e-6,true
bound-Q_grid,2,0.0,MW,2.0e-6,true
bound-Q_grid,3,0.0,MW,2.0e-6,true
bound-Q_grid,4,0.0,MW,2.0e-6,true
bound-l,1,0.0,1,1.0e-6,true
bound-l,2,0.0,1,1.0e-6,true
bound-l,3,0.0,1,1.0e-6,true
bound-l,4,0.0,1,1.0e-6,true
bound-P_CHP,1,0.0,MW,2.0e-6,true
bound-P_CHP,2,0.0,MW,2.0e-6,true
bound-P_CHP,3,0.0,MW,2.0e-6,true
bound-P_CHP,4,0.0,MW,2.0e-6,true
bound-H_CHP,1,0.0,MW,2.0e-6,true
bound-H_CHP,2,0.0,MW,2.0e-6,true
bound-H_CHP,3,0.0,MW,2.0e-6,true
bound-H_CHP,4,0.0,MW,2.0e-6,true
bound-P_EB,1,0.0,MW,2.0e-6,true
bound-P_EB,2,0.0,MW,2.0e-6,true
bound-P_EB,3,0.0,MW,2.0e-6,true
bound-P_EB,4,0.0,MW,2.0e-6,true
bound-P_HP,1,0.0,MW,2.0e-6,true
bound-P_HP,2,0.0,MW,2.0e-6,true
bound-P_HP,3,0.0,MW,2.0e-6,true
bound-P_HP,4,0.0,MW,2.0e-6,true
bound-E_BS,1,0.0,MWh,2.0e-6,true
bound-E_BS,2,0.0,MWh,2.0e-6,true
bound-E_BS,3,0.0,MWh,2.0e-6,true
bound-E_BS,4,0.0,MWh,2.0e-6,true
bound-E_BS,5,0.0,MWh,2.0e-6,true
initial-E_BS,0,0.0,MWh,2.0e-6,true
ch02-015,4,0.0,MWh,2.0e-6,true
binary-BS,0,0.0,1,1.0e-6,true
bound-P_BS_ch,1,0.0,MW,2.0e-6,true
bound-P_BS_ch,2,0.0,MW,2.0e-6,true
bound-P_BS_ch,3,0.0,MW,2.0e-6,true
bound-P_BS_ch,4,0.0,MW,2.0e-6,true
bound-P_BS_dis,1,0.0,MW,2.0e-6,true
bound-P_BS_dis,2,0.0,MW,2.0e-6,true
bound-P_BS_dis,3,0.0,MW,2.0e-6,true
bound-P_BS_dis,4,0.0,MW,2.0e-6,true
bound-E_HS,1,0.0,MWh,2.0e-6,true
bound-E_HS,2,0.0,MWh,2.0e-6,true
bound-E_HS,3,0.0,MWh,2.0e-6,true
bound-E_HS,4,0.0,MWh,2.0e-6,true
bound-E_HS,5,0.0,MWh,2.0e-6,true
initial-E_HS,0,0.0,MWh,2.0e-6,true
ch02-019,4,0.0,MWh,2.0e-6,true
binary-HS,0,0.0,1,1.0e-6,true
bound-H_HS_ch,1,0.0,MW,2.0e-6,true
bound-H_HS_ch,2,0.0,MW,2.0e-6,true
bound-H_HS_ch,3,0.0,MW,2.0e-6,true
bound-H_HS_ch,4,0.0,MW,2.0e-6,true
bound-H_HS_dis,1,0.0,MW,2.0e-6,true
bound-H_HS_dis,2,0.0,MW,2.0e-6,true
bound-H_HS_dis,3,0.0,MW,2.0e-6,true
bound-H_HS_dis,4,0.0,MW,2.0e-6,true
bound-v,1,0.0,1,1.0e-6,true
bound-v,2,0.0,1,1.0e-6,true
bound-v,3,0.0,1,1.0e-6,true
bound-v,4,0.0,1,1.0e-6,true
bound-l,1,0.0,1,1.0e-6,true
bound-l,2,0.0,1,1.0e-6,true
bound-l,3,0.0,1,1.0e-6,true
bound-l,4,0.0,1,1.0e-6,true
bound-tau_IN,1,0.0,K,0.0001,true
bound-tau_IN,2,0.0,K,0.0001,true
bound-tau_IN,3,0.0,K,0.0001,true
bound-tau_IN,4,0.0,K,0.0001,true
bound-tau_IN,5,0.0,K,0.0001,true
bound-P_DH,1,0.0,MW,2.0e-6,true
bound-P_DH,2,0.0,MW,2.0e-6,true
bound-P_DH,3,0.0,MW,2.0e-6,true
bound-P_DH,4,0.0,MW,2.0e-6,true
initial-tau_IN,0,0.0,K,0.0001,true
bound-tau_S_in,1,0.0,K,0.0001,true
bound-tau_S_in,2,0.0,K,0.0001,true
bound-tau_S_in,3,0.0,K,0.0001,true
bound-tau_S_in,4,0.0,K,0.0001,true
bound-tau_S_out,1,0.0,K,0.0001,true
bound-tau_S_out,2,0.0,K,0.0001,true
bound-tau_S_out,3,0.0,K,0.0001,true
bound-tau_S_out,4,0.0,K,0.0001,true
bound-tau_R_in,1,0.0,K,0.0001,true
bound-tau_R_in,2,0.0,K,0.0001,true
bound-tau_R_in,3,0.0,K,0.0001,true
bound-tau_R_in,4,0.0,K,0.0001,true
bound-tau_R_out,1,0.0,K,0.0001,true
bound-tau_R_out,2,0.0,K,0.0001,true
bound-tau_R_out,3,0.0,K,0.0001,true
bound-tau_R_out,4,0.0,K,0.0001,true
ch02-001,1,0.0,MW,2.0e-6,true
ch02-006,1,0.0,MW,2.0e-6,true
project-wt-disabled,1,0.0,MW,2.0e-6,true
ch02-008,1,0.0,MW,2.0e-6,true
ch02-010,1,0.0,MW,2.0e-6,true
ch02-012,1,0.0,MWh,2.0e-6,true
ch02-016,1,5.9631119486702744e-18,MWh,2.0e-6,true
ch02-022,1,1.3204730863435044e-10,MW,2.0e-6,true
ch02-023,1,2.4264458498013397e-11,MW,2.0e-6,true
ch02-024,1,9.364457451664643e-17,1,1.0e-6,true
ch02-025-original,1,4.2430203794907584e-10,1,1.0e-6,true
ch02-028,1,4.2430203794907584e-10,1,1.0e-6,true
ch02-029,1,2.6163124618172606e-11,MW,2.0e-6,true
ch02-032,1,1.942890293094024e-16,MW,2.0e-6,true
ch02-047-S,1,0.0,K,0.0001,true
ch02-047-R,1,0.0,K,0.0001,true
ch02-072,1,5.684341886080802e-14,K,0.0001,true
ch02-075,1,1.6540380176621738e-12,MW,2.0e-6,true
ch02-076,1,0.0,MW,2.0e-6,true
ch02-001,2,0.0,MW,2.0e-6,true
ch02-006,2,0.0,MW,2.0e-6,true
project-wt-disabled,2,0.0,MW,2.0e-6,true
ch02-008,2,0.0,MW,2.0e-6,true
ch02-010,2,0.0,MW,2.0e-6,true
ch02-012,2,0.0,MWh,2.0e-6,true
ch02-016,2,9.107298248878237e-18,MWh,2.0e-6,true
ch02-022,2,2.1442048101795973e-12,MW,2.0e-6,true
ch02-023,2,8.31069935092188e-12,MW,2.0e-6,true
ch02-024,2,7.546534863245964e-14,1,1.0e-6,true
ch02-025-original,2,1.208812957457367e-8,1,1.0e-6,true
ch02-028,2,0.0,1,1.0e-6,true
ch02-029,2,5.912215161885115e-12,MW,2.0e-6,true
ch02-032,2,2.0816681711721685e-17,MW,2.0e-6,true
ch02-047-S,2,0.0,K,0.0001,true
ch02-047-R,2,5.684341886080802e-14,K,0.0001,true
ch02-072,2,0.0,K,0.0001,true
ch02-075,2,1.4936940573306856e-12,MW,2.0e-6,true
ch02-076,2,0.0,MW,2.0e-6,true
ch02-001,3,5.551115123125783e-17,MW,2.0e-6,true
ch02-006,3,0.0,MW,2.0e-6,true
project-wt-disabled,3,0.0,MW,2.0e-6,true
ch02-008,3,0.0,MW,2.0e-6,true
ch02-010,3,0.0,MW,2.0e-6,true
ch02-012,3,0.0,MWh,2.0e-6,true
ch02-016,3,6.7220534694101275e-18,MWh,2.0e-6,true
ch02-022,3,9.906759860698298e-12,MW,2.0e-6,true
ch02-023,3,2.832269141439525e-12,MW,2.0e-6,true
ch02-024,3,2.9920789769822767e-13,1,1.0e-6,true
ch02-025-original,3,1.5999009721212598e-9,1,1.0e-6,true
ch02-028,3,0.0,1,1.0e-6,true
ch02-029,3,5.911826583826496e-12,MW,2.0e-6,true
ch02-032,3,2.498001805406602e-16,MW,2.0e-6,true
ch02-047-S,3,0.0,K,0.0001,true
ch02-047-R,3,0.0,K,0.0001,true
ch02-072,3,5.684341886080802e-14,K,0.0001,true
ch02-075,3,1.4998280395417396e-12,MW,2.0e-6,true
ch02-076,3,0.0,MW,2.0e-6,true
ch02-001,4,0.0,MW,2.0e-6,true
ch02-006,4,0.0,MW,2.0e-6,true
project-wt-disabled,4,0.0,MW,2.0e-6,true
ch02-008,4,0.0,MW,2.0e-6,true
ch02-010,4,0.0,MW,2.0e-6,true
ch02-012,4,0.0,MWh,2.0e-6,true
ch02-016,4,1.734723475976807e-17,MWh,2.0e-6,true
ch02-022,4,9.510322748502303e-11,MW,2.0e-6,true
ch02-023,4,1.4895258637626085e-11,MW,2.0e-6,true
ch02-024,4,1.0872853724135101e-16,1,1.0e-6,true
ch02-025-original,4,3.164648265663317e-10,1,1.0e-6,true
ch02-028,4,3.164648265663317e-10,1,1.0e-6,true
ch02-029,4,1.690733143766554e-11,MW,2.0e-6,true
ch02-032,4,1.1102230246251565e-16,MW,2.0e-6,true
ch02-047-S,4,0.0,K,0.0001,true
ch02-047-R,4,0.0,K,0.0001,true
ch02-072,4,0.0,K,0.0001,true
ch02-075,4,1.8544610291826302e-12,MW,2.0e-6,true
ch02-076,4,0.0,MW,2.0e-6,true
project-cost,0,0.0,cost,2.4332358885485274e-5,true
